Unnamed: 0,Impulse (I),Air density (pa),Positive Phase Duration (tp),Peak Overpressure (pa),Spacing (m),Stemming (m^3),Number of rows (explosive load),Air-overpressure (index),Percentil_Rango
45,3.2311262781809797,7.120124111811076,3.118313386682053,6.044443093146153,4.265343744773512,4.455875061225135,2.1181913194737447,4.60676221890367,25-30%
46,2.9969013733707106,7.026581249152352,2.8563813561456737,6.107179890795807,4.192724285824399,4.231307389565143,2.206260214723496,4.443662625304125,5-10%
47,3.008606317585293,7.804623868225499,2.8490269406287787,0.8208861621445313,4.46320516187514,4.702335645383343,2.1258446334692365,0.24203835192962486,50-55%
48,3.313627335461904,7.645136608285587,3.177780954614796,6.2789247553841,4.183645799591545,4.73140801246799,2.215857699774132,4.750274641986813,50-55%
49,3.492476984527193,7.781448296148165,3.272823186774988,6.266755781150161,4.315565782059281,0.5371003717366267,0.15724553754186454,4.797013434803257,60-65%
50,3.4565185870764115,7.356422556442268,3.304072720999316,6.100614056658768,4.163241421774812,4.776554433265384,2.195172831640978,4.643127213198888,30-35%
51,3.487449134907589,7.551360154152773,3.286070823744857,6.2349923400823295,4.202456356617477,4.86826365012307,1.994851526662848,4.775149146540096,55-60%
52,2.9354944567689683,7.117949208599429,2.6427963044931397,5.961846004388508,4.4420855653415,4.259978888105161,2.2080572894856205,4.4915961727953295,10-15%
53,2.9061184689909183,7.34037972533823,2.789386548787016,0.9745697857249471,4.406315437851785,4.363421854057036,2.0555485582408197,0.4099300447446418,15-20%
54,0.05828191876266908,7.063252464697875,0.03671268480583223,5.89960768932708,3.775049836575979,4.492123934749904,2.098771325279274,4.6709735930491005,35-40%
55,3.2117852742653348,7.229727646593341,2.895354822566798,6.048072514769266,4.396621894406773,4.380327962759693,2.144159764615504,4.53933018387379,15-20%
56,3.460455947007727,7.619945287526807,3.209866286627532,0.7387873260594738,4.2557863782884215,4.854553979498806,2.016051357809509,0.1355237051994016,70-75%
57,3.436757239371512,7.590399644582468,0.33697455044605296,0.46541364362151116,4.439304186537029,4.6278913261952095,2.153710175758696,4.8476783578077765,70-75%
58,3.869597697468465,0.21928079518024546,0.9529789851502694,6.347183291377675,4.22054552636396,5.00034523560759,2.2755449056462105,4.957135246384768,90-95%
59,3.709078840007343,7.711772317862137,3.5263862881271124,6.32356036056112,4.238588070495981,4.96059713567086,2.1756385394454885,5.037751839940242,95-100%
60,2.809813556047155,6.392707128869729,2.6618876501345747,5.613334511222232,3.88670955083481,3.7735537613354633,2.0230285253981477,4.088030341393583,0-5%
61,3.741278669020355,7.237068440416979,3.5246483782787497,5.942489365998861,3.874066729933181,4.611301491487148,2.028754508992606,4.638388384167351,30-35%
62,3.5459630761882,7.498434009722476,3.3296001166133604,6.183595278400116,4.245024626784191,4.611109531242538,2.05737885546842,4.771573238855314,55-60%
63,0.6125022869393796,7.0776886947035935,2.633247664030008,6.155599815387378,0.08424250526023158,4.241288759810429,2.017123493246371,4.364015832009702,5-10%
64,2.708887998237816,7.711488808156313,2.660970951529132,6.168632801202461,4.57324518957346,4.548692543600367,2.138063175289827,4.49889258994403,10-15%
65,2.8501953518459544,7.691842292567702,2.7519999919092277,6.174852992429119,4.484053557800742,4.58366705795458,2.164104590884926,4.672834788917999,35-40%
66,3.067763312640754,7.325981956926082,2.875298831744437,6.140717697173801,4.395390176708799,4.471397405284383,2.0117189505603785,4.524397911835207,15-20%
67,2.76607376791507,0.7906866138932936,2.715318051763175,6.244672954348526,4.603053555187835,4.529708296517204,2.0603937282463525,0.6173607106157597,40-45%
68,3.294995533480925,7.630984301938932,3.0681547875078707,6.216209051176941,4.3772473848808975,4.72181585584468,2.127148573787145,4.672691688294046,35-40%
69,3.1763210458344058,7.595548195540838,2.9806059716935787,6.114120233229131,4.352601197618658,4.559277110076222,2.2554709495658027,4.714243999613242,45-50%
70,3.720788954248756,7.659876165209319,3.5734549056900877,6.170715428777358,4.266569557146457,4.934161486968505,2.172223745314154,5.032388099926518,95-100%
71,0.5387541696677065,0.6426667082926286,3.021618812607038,6.35852373597456,4.495238162390953,4.717941504290956,2.0148976879991665,4.684956151201155,40-45%
72,3.41129055643402,7.647520073831327,3.1053739586769176,6.252722499007024,4.505648047973261,4.706364284791948,2.2420503643204133,4.702283635483555,40-45%
73,3.292760299822695,7.607710030574458,3.167298754427286,6.221325418721265,4.348808376751817,4.797608020607145,2.1936771502110903,4.844414936206854,70-75%
74,3.850027830298449,6.909911938297523,3.45984619846228,5.787244588527183,3.5515962360062487,4.437052844486572,1.8458025263242064,4.621288740483363,25-30%
75,3.073827110041415,7.76280970451922,2.887805688683301,6.373474140914886,4.546844160184454,4.731136502727583,2.0986045677293914,4.688888604737776,40-45%
76,3.196517294242789,6.237873883259199,3.004013222667377,5.55393032486801,3.57938544362768,0.44939313499333555,0.06581236590709483,4.03279435219049,0-5%
77,0.6926590779710152,7.584921942984442,2.9736553840609794,6.248895866659309,0.8922653958628884,4.718145691608186,2.203084917604784,4.858055912346882,75-80%
78,3.349698227202816,6.554358313933788,3.195540374476139,5.74587024562779,3.771574252834812,4.1836498145224725,1.8463167815581645,4.420697111314528,5-10%
79,3.828856397491924,7.6213666331938175,0.07075197376091535,6.183632063771518,4.06343480227594,0.4278124122250022,2.2064747238746083,4.98494959010774,95-100%
80,2.8323851316938136,7.191856188509651,2.5470506717979746,6.101378800073157,4.4291171354351615,4.395908747176683,2.212434056786466,4.330981692023413,0-5%
81,2.747944643014008,7.146071434858221,2.4812592282423847,6.044884515400751,4.355750686359114,4.395385739856811,2.2151186057173207,4.348428472832427,5-10%
82,3.2914829782504977,7.082858311268596,2.903487210149399,6.141706962937279,4.190465890928138,4.350604698595592,2.2076629180558265,4.588993632143185,20-25%
83,0.28711166086447126,7.517414645681589,0.3876373052497025,6.104326586912598,4.240680899749154,4.769725664321913,1.989577285797889,4.918327903929084,85-90%
84,2.877163389577895,6.617054154401678,2.5550222643654066,5.950710126326815,4.034465827304547,4.051498200359681,2.0195236732820616,4.283728536542952,0-5%
85,3.850039092432334,0.6334703539961368,3.4840090767288654,0.16984385287833415,4.122273826285128,4.811795705311535,2.0942430237681178,5.026252479675336,95-100%
86,3.653293641385667,0.5325103490830071,3.1853987771208643,6.263466865106629,4.268804828484775,4.894915102058094,0.634522761745502,4.843373801634669,70-75%
87,2.918939844578028,7.622577087357305,0.3648452023244263,6.174366762855523,4.758412858744605,0.8423341919577919,2.1043465950959064,4.696081872016336,40-45%
88,0.610166813498599,0.44174708742003976,3.4741327468430905,6.208133484315197,4.092589838814148,5.010006697581381,2.0308742138563223,4.909699057474467,85-90%
89,2.7029465291621952,6.406896008681678,2.579654823956384,5.645047184661985,4.082307028482573,3.852307184351291,1.9781808646195027,4.125623424399573,0-5%
90,3.1199983131289435,7.181743884823342,0.3998156266235342,0.7062219927704002,4.273952708280379,4.466051343929623,2.1068498499430515,4.570444892683383,20-25%
91,3.10486521746152,7.680532240651365,2.7828216826245717,6.328009229047399,0.4952532732484719,4.581134576518664,0.5951455048298924,4.833870816321038,70-75%
92,2.9209847762499708,6.179271716896838,2.695649866247037,5.7119349081947846,3.901366847827526,3.7637547128852655,1.999028243119884,3.946359252242384,0-5%
93,3.219579115697235,7.735923857918052,3.021535450428307,6.343567644798265,4.562589724844681,4.659606671296025,2.1771279016935874,4.741052955782926,50-55%
94,3.1469434446040854,7.629322846674384,3.104571746886132,6.316882835787499,4.504428464544933,4.792596310545596,2.010576467463288,4.708988921995815,45-50%
95,3.095095592259182,7.072745628357652,2.798772004842505,5.942106525677086,4.211198335819713,4.362610626509146,2.077868147094092,4.501332581091954,10-15%
96,3.2253508033535168,7.71299772906576,2.895529811717586,6.372582338519217,4.365938228558591,4.7881938131903,2.231796228882968,4.682334632199131,40-45%
97,3.856069235358122,7.766791925818524,3.5640069833166765,6.316439356305844,4.283618107759661,0.2701711504183958,0.5264452848654562,4.825188866668048,65-70%
98,2.924143748187504,7.819733441359097,2.7838245386504394,6.385353782559458,4.587379221652879,4.556141336286886,2.32169677832547,4.717857997062723,45-50%
99,2.954783547441626,6.545172677684611,2.85265515354104,5.857145121126358,4.028967092507534,4.138099838775107,1.9322696751457835,4.09982228924884,0-5%
100,3.847236621876654,7.30348162576281,3.586924118847612,6.152179753768692,3.89180117924618,4.779152283398242,1.9091616104011584,4.821221552970701,65-70%
101,3.4342077430848468,7.801755571006521,3.27923692120472,6.2707362993685605,4.399330934803954,4.65255421795856,2.186939680941592,4.766983206399565,55-60%
102,3.45283957736983,7.42044223151215,3.096606616922939,6.220091576606132,4.107209301856259,4.642322127497488,1.9579772103092767,4.677599793751634,35-40%
103,2.867453030904389,7.66151683519591,2.6966627579590745,6.169611546457084,4.737752417091163,4.554180895574845,2.342316265693373,4.725203793081778,45-50%
104,2.786432239878819,7.787055062585475,2.6446425087453225,6.157615145899492,4.640371647219409,4.524155965271465,2.176738226155553,4.633553510196581,30-35%
105,3.650130004520353,6.944001349620152,3.3357600066668325,5.839734875032062,3.898444212623776,4.480023176634398,1.825513604821802,4.549758197419706,15-20%
106,3.3538083495010675,7.727264845846932,3.064248988157824,6.201286271136364,4.486699695631302,4.797349555451358,2.08223818656265,4.691071275179347,40-45%
107,3.2383111350950604,7.734383308338941,3.015197954118346,6.324561855204952,4.599367481229214,4.569973534879449,2.272958353274014,4.71205222306359,45-50%
108,2.773614990526257,7.079088882377244,2.619306931742165,6.112549048037757,4.371264960934023,4.3277549381770175,2.087335578586876,4.464455011267891,10-15%
109,3.1336412714541533,0.039564789266952505,2.989166002763168,6.314954774709847,4.475063433730797,4.6829869771798425,2.185734421799336,0.15461547230582617,35-40%
110,3.0957084941024475,7.654131117679338,2.803799590153065,6.144068949524675,4.463341178518464,4.5775165795293145,2.022065103424504,4.685398574826115,40-45%
111,3.824901612032943,7.718363930757902,3.4719028917845205,6.367280998226583,4.23986328959713,4.889391519882556,2.0059168670396046,4.8864554004910925,80-85%
112,2.9087905921268558,7.511401989481715,2.788690197781584,6.101436412041766,4.361112552814381,4.4751946835051015,2.276847880591704,4.524676310129507,15-20%
113,3.623535918891805,7.744342546245539,0.6549768486941723,6.247520234070119,4.24498797982215,0.7551429004657523,2.031612218961674,4.841678106993594,70-75%
114,3.755766171488395,7.231032580273491,3.565380165580771,6.0939820064103705,0.45858723321863315,0.5004427639264238,1.8350079059777076,4.662207668905964,35-40%
115,3.8009094663371847,7.272085214535445,3.392538937744093,6.065833450291501,3.9389372376445886,4.669744287877455,2.031902661804158,4.751485963377604,50-55%
116,3.6506857577937897,0.008201590199644171,0.6518519357062027,6.0753552189699445,3.9905725332846687,4.6870958192675545,2.1373307971097395,4.862881515807198,75-80%
117,0.31992408232621283,7.660335152129355,3.110313727740904,6.204916399357972,4.286688435526181,4.682438591290479,0.9153122984460884,4.754113947032927,55-60%
118,2.6900475709117115,0.8889083384186613,2.6951643045262923,6.258737242902134,4.625403818330197,4.606821144421626,0.6882039313345454,4.612496823994283,25-30%
119,3.6004818122602207,7.719099988897906,3.3353744310820197,0.3051340169321801,4.1103397051639465,0.7825005830691361,2.1538024354022016,5.045269626110696,95-100%
120,2.941722246957922,7.424373959753917,2.7435387059488576,6.084746120225472,4.470515327469264,4.484958305439249,2.234038865209977,4.650497803155551,30-35%
121,0.5868847784865142,7.678767501802935,3.213365838348261,6.210364518780068,4.448993907676762,4.837263496201066,0.6228128861900629,4.723555522758092,45-50%
122,3.223506475207684,7.4336694391222995,2.9886309421981503,6.164028518199775,4.529573812394478,4.491049620500604,2.113607474728553,4.748964496215788,50-55%
123,3.0788089215611865,7.71792478839721,2.774776251193448,6.352693264501251,4.552915941684571,4.53961961204577,2.130521675852276,4.611646686906305,25-30%
124,3.233927899347289,7.691470256375864,3.0872223145527427,6.317063303979149,4.304401038302335,4.686584825699466,2.0568842088245773,4.76888242741633,55-60%
125,3.5048554859879912,7.209116697239295,3.218672066020963,6.0688229562010045,4.067245595464341,4.520562942361488,2.0969608256771592,4.5700844223496375,20-25%
126,0.5358650404211128,0.12835039254198544,3.472205261553585,6.1483767066288815,4.051326788606546,4.835157751089607,2.128110518271634,4.815404784131878,65-70%
127,3.029586195581778,7.421297567916154,2.868317672895359,0.6767279000720136,4.5313178309205,4.56371387303648,2.019737512052988,0.16177528493324966,15-20%
128,3.503947626669797,7.623544499947323,3.1923033280244177,6.291433972699061,0.005310281897057845,0.3604307345957042,2.1795983707121547,4.967781277589808,90-95%
129,3.6787838906445223,7.613778026426414,3.5543676064787517,0.5353017497707623,4.07180229246627,0.02721433733376688,1.980417475619137,5.059143965203156,95-100%
130,0.3344923568680057,7.114195589792819,2.696696416397147,6.0644628063507255,4.314422281866055,4.433093409598715,0.24397229856383829,4.4295876605912525,5-10%
131,3.688696387330207,7.81207478444403,3.4446183534970767,6.163359047358956,4.246210495311141,4.903737788522437,2.1787333840985146,4.842679073661707,70-75%
132,0.7688839129836776,7.62761000454367,2.9399048624086643,6.306728589214412,4.491724206730594,4.661522747415296,0.6267090829686949,4.749227214809155,50-55%
133,3.682550061944887,7.766732092928643,3.5784876499858123,6.161332729122959,4.101083755044443,4.9036417002738055,2.168406922951287,4.902288883803427,85-90%
134,0.3660808660354049,7.788916965751103,2.535048346485964,6.369317807435959,4.7222510003654765,0.007148349878405291,2.3330727819048747,4.567031120583716,20-25%
135,3.1125463964574327,7.766299830359922,2.958494730242253,6.192381429355936,4.480283055612039,4.51221446694528,2.164467424347883,4.75691608964638,55-60%
136,3.043588956296796,7.348660158745779,2.815078514856597,6.145502886615424,4.331201549556096,4.400582272190375,2.236283730538231,4.642996125920515,30-35%
137,3.0920796938063546,7.091184432652787,2.8745536192919445,6.103749203501431,4.163066389012069,4.424542037255028,1.9649506497709628,4.397408194556096,5-10%
138,2.96477162263366,7.801003935016355,2.76440620474596,6.356282536187252,4.55007187496444,4.569967872376011,2.3350531425490946,4.703218712394937,40-45%
139,3.546153111158444,7.614946356407159,3.475937663372877,6.316199449983734,4.105480218513478,4.816960021725109,2.0636220730181067,4.895491619576693,80-85%
140,3.4320112286163598,7.692906704533942,3.2678675374004733,6.345404859696391,4.376691128193657,4.718899687024718,2.011172104007592,4.925357485277529,85-90%
141,3.785657391774497,7.753345211443525,3.53915198219226,6.248484785330198,4.28197312094795,4.85266955280828,2.0888975846420643,5.050858196683993,95-100%
142,0.2873168653585694,7.693649862990051,3.567703622589842,6.27374047821243,4.233235102242936,4.93130840138004,0.10480694045139816,4.848776137385324,70-75%
143,3.333652119265978,7.779524162386647,2.94993121261165,6.303177826047601,4.50773437304825,4.622407092116594,2.1339292160271874,4.816278364460433,65-70%
144,3.0346241060624224,7.105004581492218,2.8375955160882547,6.064250472225254,4.227680167240111,4.216321401990827,2.1163787025714327,4.362294241893212,5-10%
145,0.5555428805702312,7.656165688616608,3.379748775057556,6.1660588786048205,4.333707350150423,4.823486657486352,0.9395807176581077,4.857997407829083,75-80%
146,3.508908634993152,7.586103024430005,3.218675029700919,6.345028566771094,4.2528526884156825,0.5823391629475012,2.006896890364477,0.7371245158264358,80-85%
147,2.7429997847350083,0.9778895301014645,0.2893127364157998,6.161490086661474,4.704394875649119,4.428938803837139,2.301217853159409,4.608905826299429,25-30%
148,3.3879458177172617,7.72006332247698,3.1055769399011868,6.31971884984429,0.6763296155800749,0.6609189975676184,2.16859664751731,4.770616364522367,55-60%
149,0.7461264244810587,7.678186290259937,0.1838910099059533,6.331611153256554,4.178543008982912,4.831635213701952,2.1888643470255897,4.967709188727673,90-95%
150,0.7135554032517208,7.632571317837693,0.3143842836673647,6.216406748942804,4.456710542072776,4.632230275050291,2.2278591146237123,4.601295577884641,25-30%
151,3.414361905190264,7.3919149648705185,3.099200941524629,0.5643895170379827,4.0824922216848885,4.585490148493854,2.045234186817713,0.12602856941893725,50-55%
152,3.6933828347346456,7.516948626518199,3.544007542490542,6.176876505915225,4.0391986586162405,4.898027274954497,2.079122656227169,4.934182075948723,85-90%
153,3.118651645959273,7.504726632928313,2.8785124068463945,6.239767773586524,4.400279548592526,4.502919722295854,2.2025324756268065,4.661735139369233,35-40%
154,3.472909975006901,7.808535358411306,3.1789367449083783,0.7187867776489323,4.41210223219043,0.9078697185179392,1.975501019367824,4.858635600951581,75-80%
155,3.2414250863271663,7.709091293406712,3.017364736469538,6.175798925579749,4.465256039740321,4.628779279870047,2.2663675313631764,4.743502218586517,50-55%
156,3.7364983668287337,7.657418208115874,3.473024392775928,6.189351219629246,4.096873036379901,4.82970401203568,2.07675294306589,4.85951110510333,75-80%
157,3.176025618511644,7.6255063498368285,3.158735603984362,6.360980921358399,4.380300939353208,4.790642910177057,2.160453321735877,4.672262937836178,35-40%
158,2.924120876865739,7.608639861369534,2.5835404873133347,6.20967938124604,4.664777136831434,4.49543886675215,2.3406940692388267,4.648591793969437,30-35%
159,3.648304415755202,7.778787829330963,3.294007634472157,6.265388397599365,4.185398123958756,4.830659773224101,2.0020383376552804,4.82876396445496,70-75%
160,2.698544834816658,0.13342809075861706,0.9900626879032465,6.360578309011236,4.706403963121303,4.535553840573319,2.3173436064259896,4.58536447869505,20-25%
161,0.4465372920214523,0.4506408391485768,3.2421097883499925,5.986817719353942,4.096140993061226,4.673680602433256,1.993478935783688,4.822009186928083,65-70%
162,3.546042725172699,7.228725487416869,0.35077600779561735,6.056627613981974,4.040790109796876,0.672132781863482,2.105735872392327,4.68583224539964,40-45%
163,3.486434686364925,6.8322177478036,3.1180437864625064,5.875746235210056,3.9719026542187295,4.317912467547635,2.1341322964288203,4.495538797842697,10-15%
164,3.2139582775580067,7.815509003830775,2.9936006094026943,6.189320228842836,4.486853399381804,4.785142289688608,2.140583366814412,4.785752632965368,60-65%
165,3.1826421961208475,0.3298005909678613,2.9476336588707457,6.045158893772157,4.186639900501467,4.534525017804392,2.247713124285927,0.10978509214397969,10-15%
166,2.8838823108141103,0.6069382934765242,2.6559407690573624,6.179019365455615,4.747585160896557,4.531305400662036,0.27531700369856815,4.639294341296503,30-35%
167,3.4901146245808343,7.594406035379924,3.2111878005603183,0.6397950134190653,4.220802684669603,4.715208317488894,0.440806199587352,4.815335122205539,65-70%
168,3.4895517683279844,7.781243826973152,3.350898660531228,6.317407368724529,4.356129454849647,4.904560721271355,2.2072937867654105,4.950771617084426,90-95%
169,3.0531157727822347,7.3537609542666,2.8702586861976567,6.03622739779261,4.504539344806724,4.527460198338947,2.079632355631679,4.542447119572836,15-20%
170,3.676134106586421,7.28580112066904,3.4426124887815304,6.092036633758023,4.007282075012025,4.836884404308521,2.2019282225741863,4.816853048193165,65-70%
171,3.114553810105553,7.424136550116844,2.91001041621976,6.123078759504034,4.176262138480753,4.460790141255989,2.0784747507990664,4.483382054057425,10-15%
172,3.753838098062527,7.677199986163544,3.5031831894762298,6.16714771799816,4.263519081771967,4.927723528991967,2.113731570612629,4.91801169051789,85-90%
173,0.4144311724833638,7.808656707071676,3.126900004952241,6.382094163947124,4.317246171981224,0.30813704081285564,1.985830232185432,4.864656610327721,75-80%
174,3.855143540001372,7.815221710501994,3.4648378464034804,6.281408426599008,4.122706546065209,4.9487824592271386,2.1344171088328667,5.027377812957918,95-100%
175,3.45209037501986,6.821566928238232,3.2392950439739145,5.98711634194565,0.054002952662152715,4.495575714327992,0.08384877485537612,4.425772707751868,5-10%
176,3.5241914135736185,7.588723747467648,3.1648775729518186,6.323481898989276,4.473718414297969,4.665555971414019,2.208510340271848,4.730850554757902,50-55%
177,3.501460801174732,7.704089562435468,3.2415184678528206,6.338269845864939,4.396405777854827,4.87890949512462,1.996830943927147,4.790624994439973,60-65%
178,3.696548695301285,7.808020375149002,3.5785574604348462,6.321910657909363,4.112860201782971,4.888962067958599,2.118523799713007,5.039475719849656,95-100%
179,3.789182024110557,7.686109246519338,3.556768046877684,6.295309636501965,4.184890145977059,4.992666286246616,2.067924475579473,4.87376298143555,75-80%
180,2.724191898197568,7.39398823791938,2.5234256893868805,0.6216281411021867,4.563414168733704,4.257907572026885,0.6998880545923195,4.421014522066484,5-10%
181,3.1295740337488342,7.817129255326043,3.023216226617241,6.315807261050899,4.534223137403247,0.13585501348732398,0.7462124449932019,4.691525863604433,40-45%
182,3.79993304355921,7.687510791954511,3.398354826529817,6.341885599266755,4.179390905531399,5.030858901104071,2.0247376514729982,5.059663655055839,95-100%
183,3.7936018727431966,7.327805107188804,3.5228210189579023,6.102933449292113,3.954336389112219,4.713018379178018,1.8940647906156145,4.790339170629768,60-65%
184,2.804139990103488,7.617844635096327,2.585661953617557,6.186330602653759,4.600117059556706,4.346665607153982,2.244276765797049,4.495746523561055,10-15%
185,3.430967376418299,0.7046321432579854,3.0175854703609617,0.6539527485348666,4.06568065079673,4.502093157048934,2.053566812451301,4.586675715986444,20-25%
186,3.4947436821511406,7.063403318767559,3.371863726427573,5.898711003790336,3.909082586969024,4.609254180472858,2.036782180427541,4.668170761749093,35-40%
187,3.4297649018428498,7.413068416298079,3.302934180521065,6.2295049710107975,4.043046976042386,4.688246892874093,1.9299325356882224,4.796336061974211,60-65%
