Unnamed: 0,Burden (t),Hole diameter (m),Spacing (m),Stemming (m^3),Hole depth (m),Specific charge (t),Number of rows (explosive load),Backbreak (index),Percentil_Rango
18,5.420828911156842,6.862103680538975,6.754126534008109,4.109537689608871,10.294808092407887,0.3808774020479376,5.160218543129165,4.60946035648835,45-50%
19,4.757267406397529,6.210402719723858,6.218061622981719,3.538205508347896,0.01876892980315026,0.2710423379485132,5.22248357658528,0.3757620318481997,15-20%
20,4.5189172897300365,6.958837703135096,11.31742829130948,3.671484992210504,8.505510455985169,0.3927283877035164,6.388416560099143,4.864030114448997,75-80%
21,4.500288211997697,6.194466676116084,7.984205802253021,3.582618616462108,9.555747281260524,0.2523784217573638,5.72800758199585,4.344281285929888,20-25%
22,6.100113161850842,6.579972066612318,0.6312322676589688,4.235984192756217,11.862576421151047,0.4858444021875947,4.59638401944254,0.8639560162818871,20-25%
23,5.393176313189326,7.021818146521018,0.059814958132129115,3.976620086752806,10.10932817197463,0.0273765637228629,5.198604600760807,4.73064424189721,60-65%
24,5.241758122343162,0.9583645121630286,7.131211581133396,3.920253604069181,10.109526671105485,0.3345449274452773,5.3660583523654495,0.8300350614722489,45-50%
25,5.142691867919071,6.554174611471516,5.82229241133199,3.67574596076583,10.57877070309097,0.2971850117251514,5.049057645293471,4.37916064277369,20-25%
26,5.930662985548841,7.195661023429267,4.997601568194399,4.369668786663338,11.051028052965128,0.5051716738123437,4.752443180609997,4.624543674404827,50-55%
27,5.718934512850655,7.752508962699368,8.870838387129076,4.337086649030214,9.94144660062126,0.0011448825038749,5.549643272950746,0.25001514378462153,95-100%
28,4.87385977257261,6.960584607001057,9.114626487271034,3.799890917759392,9.429542762021487,0.2576813904438119,5.733703602078682,4.688233450632681,55-60%
29,5.852648276072739,7.20070451042861,5.900131344923616,4.368071638542649,10.782165225986397,0.365670840310828,4.934605874655438,4.82793266899507,75-80%
30,6.022998309696074,6.899094830071453,4.391021174485153,4.293225745691355,11.381375532021432,0.4602140951404524,4.699045577578387,4.611042785115764,45-50%
31,4.391052126796075,6.169710295686322,7.628230572296917,3.5808629687200635,9.69263187527949,0.2989245111027994,5.5021236672846765,4.369126879019896,20-25%
32,5.308961495609597,7.161890849177866,8.581935409772559,4.137384329055929,9.879209719917965,0.3877941240297806,0.9834263289027054,0.33757211855253144,75-80%
33,5.509967657826659,6.820019163999699,5.561716225094188,0.11790171748042988,10.9202401236694,0.382875092760191,0.9511160403127962,4.5862118664541,45-50%
34,5.288716851319998,7.141278846667396,8.075885491442307,3.924376465146039,9.748441169540714,0.3387309149747575,5.483215971397616,4.844525792919813,75-80%
35,5.019753416023603,0.882731560343464,11.521785969575689,4.10556728579801,8.707795705148136,0.4066831964798604,6.222402574171976,0.47850476771414363,95-100%
36,5.217237981617182,7.0579512633772845,8.177801383392875,4.09250115881612,9.888768352433988,0.3962321627979908,5.3982105161118445,4.952677017129499,85-90%
37,5.842764627742448,6.615025161137416,3.681718839285416,4.101858708105597,11.49603427136148,0.359339378037576,4.668607306215799,4.312478948558992,15-20%
38,4.604692770426632,6.869996452773362,10.795041948623204,3.837390075240741,8.575211659687792,0.3751890630763787,6.312722019380297,4.627347254060576,50-55%
39,5.893733849655159,7.558427305284693,7.307477997936518,4.394908597428677,10.48625954968199,0.4902757189153489,5.164542995929982,5.18514810962343,95-100%
40,5.2618216527816255,6.822717986578086,6.979961261970866,3.7944210572165504,10.05470742119166,0.2527988704214599,5.236986493518157,4.632031499635991,50-55%
41,0.7580812551146345,7.402045839772963,10.550967830719491,0.8979236956626334,9.155057215832,0.4599961248981423,6.024679530492764,5.032803680540162,90-95%
42,5.721670611643985,6.729185760094714,4.871113578552542,4.166425462020059,11.099397851691307,0.4508652953054101,4.783590484795904,4.633309977657362,50-55%
43,4.777577294470046,6.645195891505832,7.759033008895745,3.652653170085074,9.81564195208404,0.2444141184834717,5.528926725008036,4.676808398635584,55-60%
44,5.467488387973888,6.872613143528396,6.733173006146609,3.956098362198106,10.269168302821956,0.2672082536977464,5.199953608084035,4.704908871702132,60-65%
45,0.17375991229990417,6.412419909919283,8.506934397068543,0.38856507731076995,9.27700638630566,0.2925318660787814,5.747426392962183,4.565368911258902,40-45%
46,4.865686157861765,7.141210985006482,10.19241861831878,3.841788469875047,8.88620761749233,0.2542042687408895,6.025656051087895,4.886682653116574,80-85%
47,4.948636315067304,6.748430719433019,7.3628173386002596,3.833610863927565,10.028524279280758,0.3848244473107649,5.418564745049771,4.641622032741879,50-55%
48,5.378604882956102,6.526148171205315,0.3985214250426007,3.960065372726021,10.720198320812594,0.8090985959330804,4.982651472229773,4.599040367407987,45-50%
49,4.723867675037207,6.222169339090417,6.5685765849995645,3.5977662411538254,10.11316423705244,0.3038836610121326,5.2859083037681245,4.408355597986216,25-30%
50,5.228661213310225,6.444772515986762,4.949719273952107,3.67657910443063,10.887122296732793,0.351245666111562,4.992231566061511,4.315273530186548,15-20%
51,4.576968778416683,7.4182385168172225,12.94081482499492,3.977958311528287,7.980285153211342,0.2704337389684849,6.649434287599545,4.942075748965297,85-90%
52,0.20006352749567846,7.350493045716906,12.378553382347972,3.9076875577999295,0.2769030413868422,0.3026274163034712,6.662685712608507,4.915319481171811,80-85%
53,5.458815179468554,6.582340033930795,5.350942960276006,3.967043514982463,10.788536196034018,0.3091408305534806,5.090380019157971,4.531949436191302,40-45%
54,5.977874514428763,6.271104243868341,1.0478446221452158,0.3885291259114685,12.790118232287645,0.3009646446587677,4.327835560815258,0.23674122705691802,0-5%
55,5.245176958388048,7.02161549886062,8.38451528881924,3.930160074568039,9.716133328151727,0.3854542178751994,5.579213887863433,4.778832676774985,65-70%
56,5.700807469514624,7.055944462614534,6.258290824454408,4.303199362599371,10.63243252061235,0.3111881611383358,4.962990079022871,4.741593599026978,65-70%
57,5.543654463637255,7.681299308813209,9.84079536167812,4.233992231112059,9.538384817538065,0.4483249799464021,5.640287715045751,5.120335565494979,95-100%
58,4.610986573316696,6.312641389207887,7.538086892169396,3.5994893969178405,9.741454161660029,0.2840845002552697,5.51908983657023,4.48700074595925,35-40%
59,5.367740066257297,7.026280977563378,7.861251244690597,3.9992271166327855,10.073112558843842,0.4497640881607064,5.439329268278002,4.95356191421611,85-90%
60,4.936749425193079,6.971405331469764,8.450013420811,3.9803867112102473,9.767021405866451,0.3586766658287162,5.660893224767431,4.674059161995888,55-60%
61,5.471436694921791,6.389343340944136,4.168078481997047,3.862867880075635,11.413418326526289,0.3431696483132364,4.847496569079875,4.392150877063495,25-30%
62,5.089309829407493,6.750973193604085,8.098899256857496,3.845641663665469,9.789940491652429,0.2952041332834498,5.582145106658807,4.640895535028755,50-55%
63,4.517997239161168,7.473220636580256,13.000021183357092,3.976077446875238,8.015088093891205,0.2893707751737485,6.632505617720723,5.036282283959272,90-95%
64,5.491350505688401,7.282380915636705,8.091830092105875,4.099411686231736,9.9657924317981,0.4188662930352695,5.418891066375037,4.944069602918828,85-90%
65,4.716554977101117,6.92681965551038,9.317182461043288,3.7939017422539503,9.244620359401695,0.2136407874405497,5.8648594622076855,4.786812534442396,70-75%
66,6.029884195865987,6.231190681127732,1.471229877053012,3.988153408818175,12.667083950724836,0.3083148172979575,4.226902896201336,3.850863615536915,0-5%
67,5.643518881498225,7.608392826145836,0.8005783050261872,4.280579229492486,9.796760041195592,0.4288894680195174,0.31115190044349506,4.984056726012804,85-90%
68,0.7619065957665875,6.612244999109172,9.868512149147444,0.9340706228229096,8.803213692383117,0.2552587821327116,5.977679702192234,4.742125291434061,65-70%
69,4.51135522446055,0.15365367103790428,7.394117361939915,3.4570549944832445,0.9132434528262229,0.3527047163366874,5.475965332433409,4.3194900285221305,15-20%
70,5.2737229812435,6.151087848455137,4.534886637624489,3.754180407498276,10.971729616813183,0.3302165931509938,5.015166305872558,4.385694491101897,25-30%
71,5.513947657538254,7.710957607111919,9.883309709205845,4.226477424829859,9.397832747389783,0.2833403347209429,5.663299537083784,5.078110966430192,90-95%
72,0.9969852911386975,6.154452624579867,5.025249787046733,0.5555216769440244,10.909215493574736,0.2613685279338305,4.919005124972323,4.389448296463785,25-30%
73,0.8838909599151281,6.689449984262751,3.141942518952316,4.0629157583769295,12.013660476583816,0.3356040045572155,0.7582186766521813,4.30128558868826,15-20%
74,5.364022404436202,6.552806448314678,5.753013747783406,3.8884952799867833,10.76952553031935,0.2481103036515797,4.996069938264773,4.592428117802852,45-50%
75,5.271726816900901,6.78580802350184,6.317173386643136,3.8464132809317504,0.12165321259107809,0.7836817178603138,5.175995562815926,4.647234310496747,50-55%
76,5.400320202079679,0.9846246353100011,0.6243777787529752,3.930437513885293,10.460646831801744,0.3306425243520188,5.109664070448535,4.647864594134546,50-55%
77,5.1515181390993,6.486138376597254,5.316307179047686,3.795871149051387,10.81283903639136,0.2805778281725971,5.019087812101969,4.418515749327678,25-30%
78,5.670624608324167,6.341420972838327,3.016690202001616,3.953191472091129,11.7305926802284,0.2544595545284718,4.587334119030202,4.323275229456791,15-20%
79,5.135713225342698,7.048235667691339,8.978144626348325,3.8496763496704354,9.602388129644243,0.2507235592260706,5.6688406727166525,4.7122260838633805,60-65%
80,5.264568133140466,6.821639574573797,6.101814025910074,3.813468388881984,10.601944454189782,0.3774907233275874,5.036093988732377,4.618186653322174,50-55%
81,5.066049261147493,6.289322173738472,0.41810763524350103,0.6887872414924575,10.482379617347018,0.2521600175962885,5.139786170182984,4.524427330990009,40-45%
82,4.393671135474991,6.326795507252899,8.431944737403986,3.483652537818268,9.384053122562335,0.2395953666049759,5.906345341826556,4.4229264539561735,25-30%
83,6.007785223165235,6.957311671834257,3.907699632008271,4.263799876554526,11.60686339563234,0.4818759749413145,4.785101548223734,4.465822698126687,30-35%
84,4.613810643365675,7.067337040473763,11.485523329684357,3.757813569823648,8.575214636640178,0.1823925832624977,6.317464500408794,4.771696568152428,65-70%
85,5.9104647032144335,0.3901986118443842,5.291610859438066,4.290359686944226,11.044962607208708,0.3149546730406987,0.8729244447463692,4.724331648548284,60-65%
86,6.053489004037089,6.644316705495353,3.03299140486296,4.0873033119143205,11.978709127085024,0.4620380592969547,4.536946121213519,4.439250195272211,30-35%
87,6.119505527009976,0.8824554046410474,0.868909591471237,3.915491760800344,12.679879336589869,0.41701090011926,4.374855203813071,3.909412535238064,0-5%
88,4.507649664614454,7.180770459948235,11.546731985663962,3.747970490829621,8.476952279274133,0.298483194946687,6.420480051586254,4.77515830370328,65-70%
89,6.055262533801566,6.261681371471031,1.5904348808951394,4.049810089895846,12.677505600336168,0.4711086519500673,4.281487255507463,3.8557223688123727,0-5%
90,5.483304107123994,6.175955340552098,3.0744969128088897,3.7345427910637854,11.792995119328252,0.3691352267279675,4.580013860079149,4.254892765645344,10-15%
91,6.100904841048311,0.8266660604376006,3.1059570778411745,4.13665838479307,0.9100117233718418,0.4540737900439939,4.660423370738261,4.321466489569879,15-20%
92,6.093782007202318,6.801812621643855,3.436832260763498,4.178660014254504,11.882422777354869,0.4113933513268887,4.4934047101517365,4.518720310735263,35-40%
93,5.268349882984054,6.12237409321475,3.796123457623685,3.710864953697017,0.33051309810272045,0.6159747882155245,4.769246287130405,4.285791120784804,15-20%
94,5.981858547245129,7.436633290738314,6.146438793365364,4.35767353920154,10.89264780435424,0.5016915618291016,5.086958924468294,4.865728506491855,75-80%
95,0.03707013720134089,0.9077212177939169,8.61117517263698,3.6006140867165715,9.232166371330978,0.327665990242543,5.824244690001285,4.655692026525945,55-60%
96,5.401158676734348,7.057312911356606,8.260479051586609,3.9683748158383447,9.79343468199166,0.325386845876595,5.500565602112915,4.787672531381977,70-75%
97,4.717281958655888,6.776388463581074,9.450718368620027,3.707313214221676,9.135922346115535,0.4147566489155166,6.003991376504115,4.781616960693714,70-75%
98,4.382440338550831,6.679586788075624,9.254115770186814,3.710858969676549,9.036703695587766,0.2434599918193521,5.931539004618999,4.576071710064334,45-50%
99,0.42868846982670006,7.614614736220763,9.656499843690172,4.256230229533631,0.43149075279839766,0.4734395026085553,5.81335920063132,5.245074134774465,95-100%
100,5.962650752132268,7.233409551862831,5.41406679175017,4.40105278636802,10.99559045735865,0.3370906835728309,4.89943666266961,4.867843729795765,75-80%
101,6.052778713035417,6.337106937027718,1.9700081020681448,3.990853591087917,12.321014961105131,0.4214319779463484,4.448659696428945,4.185970390586573,10-15%
102,5.7887561965849095,7.64145026186657,0.07434791632169468,4.400814755691834,9.789811322612035,0.3158140454758633,0.5487112174206641,5.045364601915075,90-95%
103,4.470773698979456,6.097951003008562,7.43995009910388,3.4007282996105976,9.57278613092029,0.3183990208456652,5.498704583237083,4.318847903133736,15-20%
104,5.462715230138781,6.967421932739541,7.183131271285585,4.064955940603188,0.3432686280211761,0.2506688493548668,5.302045074044103,0.8472367061857561,75-80%
105,5.987003909955898,0.6683687168978529,0.0696368943396577,4.150878114730255,11.747803699343573,0.3349717195641958,4.61393654413252,4.335676168882321,20-25%
106,5.990029821769043,7.611511168833011,7.679711180617502,4.394126546654341,10.21617354890066,0.3186410233397269,5.194596249501322,5.169989088959548,95-100%
107,4.583877414067161,6.4033334101926735,8.274005959907127,3.511033017792096,9.455348467201226,0.3837026374901088,5.824684180811448,4.40289545898639,25-30%
108,5.09108181320017,7.66201412685336,11.893795466666056,4.162319908619241,8.636009452774786,0.3923364297588854,6.285581618570572,5.036256972061806,90-95%
109,5.389594712553838,6.15792495489411,3.1105864466544078,3.720917196449839,11.815432167455056,0.4377627497979171,4.669657145407956,4.237223356892368,10-15%
110,5.598915540360063,6.8908052490983405,5.520242581369285,4.144453890854986,10.882417772661142,0.2946055910433732,4.983893353762317,4.775913522336733,65-70%
111,5.661986863496877,6.532937984245741,3.60001031082316,4.097626593794973,11.594133475236186,0.4614271397790776,4.6056214683825925,4.354087100010967,20-25%
112,5.491545053020742,6.125714764856687,3.19931810970722,3.872556130348999,11.796696062663196,0.210323234238057,4.505200629057578,4.174645872113024,5-10%
113,5.990378667651543,6.536279367488871,2.789361489339305,4.034545791295115,11.945390062151729,0.3780102726667956,4.477183088600529,4.202222716526105,10-15%
114,5.918354340951035,6.772047821841372,3.3327606840845494,4.288767308433735,11.815856020254849,0.4126406711324216,4.552968569958248,4.3874539676303455,25-30%
115,5.853368800040701,0.8432332484507625,4.712528745638792,4.121052816425124,11.378535341639166,0.4975450415689488,0.19601186755609412,4.550787120815593,40-45%
116,5.812610503095374,6.816933252379608,4.404039639316179,4.034870639302791,11.337437977030358,0.365726537515091,4.828501598381127,4.516113222595264,35-40%
117,4.491872464621884,6.574777950455321,9.361918818749649,3.684036396890427,9.132945950591074,0.3921115534479394,5.903117270657717,4.494394170097956,35-40%
118,0.6697545809393649,6.659958147479794,2.5140698558381604,0.6600365176547847,11.998722891492369,0.3208824152951018,4.367709553665874,4.346555057479709,20-25%
119,5.143525648455779,6.2822518554647,4.233305412003489,3.662786314799998,11.21429637445864,0.3683316592303232,4.846464471951734,4.2977381379521535,15-20%
120,5.5392138328085245,6.557485928613136,0.43809160873724473,3.810067937435005,0.8197805190445616,0.3874037178380004,4.924285896663206,4.523148978087852,35-40%
121,5.142396575279213,6.350010192254531,6.296629208684046,3.846195256598572,10.355209558499851,0.3823585456402935,5.130881993684363,4.578805649462787,45-50%
122,4.822659444426117,7.285470465062803,10.464109531643384,4.066646190933517,8.902877926099515,0.3420060337917638,6.010855903186728,4.894681853631711,80-85%
123,5.82197257864992,6.301056119647845,2.0847212537197573,3.887225760212301,12.137462162367616,0.3774991774944412,4.332982228164224,3.940737944751573,0-5%
124,6.061766335619962,6.392976039263744,2.266409318455741,4.135046141327601,12.149883137748937,0.350828442248928,4.3247909815199,4.177752925215292,10-15%
125,4.567870293984737,6.334555136700955,8.079255873304092,3.644571096531027,9.382369975369745,0.2549365907373631,5.749448742219639,4.500553119942689,35-40%
126,6.099226320302324,6.628444530276389,2.5844007793634693,4.05268435919399,12.145403735363642,0.4850254463913718,4.449450942799293,0.7899815620949262,15-20%
127,5.696894396804357,7.58762085871084,8.958268352621571,4.305663822068328,9.71876894769001,0.3796651684210357,5.583156632076773,5.133163544051508,95-100%
128,5.177705422991697,7.587610199490423,10.4998332729974,4.047795893797901,9.162051859989498,0.4009678603610658,5.989609945633,5.104474124869521,95-100%
129,5.687760023284669,6.695715782765305,5.035985844640428,4.083904159225584,11.12823292753624,0.4366992041019327,4.787236784509263,4.480427888792706,35-40%
130,5.377284596348104,6.363507991054281,4.421774009785325,3.867700169139403,11.34489371613864,0.3473559738730567,4.707491984693656,4.439981220051799,30-35%
131,4.819600034834264,6.382309581967442,6.226398518855578,3.704969963433068,10.31756598932893,0.2224451518416907,5.232207504849908,4.314567339284304,15-20%
132,5.872844760541332,6.964626139820807,4.617103577016565,4.220557580429492,11.401455066960224,0.313005388426572,4.701723861194333,4.568611889352471,45-50%
133,4.568544035244244,6.811058422158681,10.56084424818618,3.7082489544842487,8.744891293697156,0.2760967556413736,6.258273066248544,4.800134895527014,70-75%
134,4.856640007276863,6.084456186937749,6.3784517342321125,3.6911733946917273,10.19824789618042,0.2681992773655258,5.4289764276073935,4.405842218599181,25-30%
135,5.384241538226701,7.316851271509082,8.394440158992818,4.143353624806233,9.696476731585296,0.40332317540419016,5.515624149898402,0.969347120476957,85-90%
136,4.4570968604632455,6.2727776645819855,7.512242878826884,3.434468821380696,9.512184040298404,0.3541359650963438,5.598311584882503,4.320770531128092,15-20%
137,6.071444275141834,7.296395762742621,6.062182367400508,4.449925331501563,10.886295801642584,0.4391117135795177,4.929923189554008,0.9719336195274318,85-90%
138,4.4776013918259245,6.292675020558475,7.572308490180391,3.4261917045127555,9.737930611871429,0.3053020988592124,5.5476570746247615,4.3878030584841,25-30%
139,4.877478214490487,6.600358003520202,7.88021654415152,3.7834704475280887,9.63379107559351,0.1901002836064405,5.610816114515161,4.500994369323532,35-40%
140,6.002443635357468,7.016632178053292,4.863874230583978,0.14604688984719627,11.36493730494046,0.3791609424513645,4.890180282503806,0.47206900080904,70-75%
141,5.082968437791622,6.744564289312879,6.306967950744999,3.806164604614005,10.453023753748171,0.3689517978636998,5.209855592436828,4.583200568769353,45-50%
142,4.789222854277241,6.963159143337874,9.507019158941588,3.745232991481992,9.19832062240432,0.2956327081225391,5.947769911601638,4.677800936697182,55-60%
143,5.234013229593637,7.667530677884605,10.488484051632,4.191467835848036,9.123887359685916,0.2744410241647513,5.7849978182792405,5.113314912033563,95-100%
144,4.404119159198011,6.310335542352027,8.207661836046336,0.83059752709762,0.9849520474248203,0.248721830629748,5.699079600146092,4.335866673619652,20-25%
145,5.872866611193156,6.9184690848553325,4.145920387725268,4.242867450879646,11.449465190757458,0.4073272849359663,4.633593776900576,4.650780561659183,50-55%
146,5.423545809238026,7.37777876784984,8.533475905185531,4.174581966038467,9.901899885083004,0.4401783906710844,5.582750512568902,5.077406977797339,90-95%
147,4.780359718231996,6.081298661746054,6.426436635611067,3.664767363149827,10.040332627868509,0.1724272485198703,5.252914682621516,4.247326185400629,10-15%
148,5.254097672478047,6.981909116969852,7.728842317211003,4.022300559563246,9.948045060560718,0.3115052101800448,5.351865633812166,4.857719598860999,75-80%
149,4.479345808140383,6.4887010510949885,8.630099740599942,3.5789412609167863,9.20354839169683,0.1991368546490788,5.902041560778651,4.437413278693636,30-35%
150,0.8139558758651346,0.6240483248442891,3.0847767879528387,3.857830987922804,11.78165880768238,0.3176772255114019,4.653189329803179,4.222122534979225,10-15%
151,5.786231738540922,6.31446521833883,1.330969498285192,4.062300116162552,12.690207157631614,0.2892168692154359,4.233908029353542,3.9273335905856177,0-5%
152,5.73224376062114,7.018017711615491,0.09763898116904834,0.2846864609460681,10.482950881250083,0.4000040377879847,5.109260331913832,4.7593251881583765,65-70%
153,4.639893278943559,6.164662520576625,6.499588235208236,3.50456713317983,10.070920124292916,0.2101252541134287,5.224257226012449,4.288463035008976,15-20%
154,5.848160921552318,6.570768661884312,0.7947100103680812,0.43762401317737154,11.581908103044656,0.4273659807717188,4.597572875212926,4.514776793013266,35-40%
155,4.567437008243797,6.152508412527084,7.475041398711524,3.589456839782917,9.676306034846997,0.1856924292534205,5.524978149447678,4.3221309433347255,15-20%
156,0.9437172327263382,6.549240084593284,6.35071694998832,0.06075482857912573,10.418709462696832,0.1857116558039759,5.281836421319697,4.486184116038872,35-40%
157,6.075379728549963,0.428274369233525,2.828218113502549,4.0165795698371145,12.139525705160713,0.4702978437388294,4.528456590021056,0.1570534455823287,20-25%
158,4.572926263116563,6.41717092912707,8.141641896559243,3.4533442475120606,9.389254700065282,0.3417135353093523,5.741214410745522,4.4693912105814295,30-35%
159,5.156022124501305,7.270778680855775,9.263433618201836,4.013874660149547,9.372713354018378,0.2281331988641586,5.667054965384137,4.948874306697347,85-90%
160,5.444699576210264,6.274238539080249,3.988384320438572,3.7863824611746697,11.31420448021871,0.2097332555739378,4.693509925951672,4.357421169565173,20-25%
161,5.392889786694152,6.421017103334694,4.191069367115603,3.8540268310810784,11.323537043809353,0.2732946528329611,4.759845822675634,4.362254551616648,20-25%
162,6.010694480681156,7.02764195939793,4.817278672183738,4.155766344866129,0.9534119137606321,0.3869966912065748,0.11851004177419389,4.605746092263701,45-50%
163,4.558480203369781,6.5653809070194935,9.619568801280668,0.09897414552945083,8.838284108670031,0.5920359658265213,6.134343960998222,4.670999644041123,55-60%
164,5.325792115995887,7.000683542331376,8.266605395203678,4.105026585153876,9.713204803987884,0.4601599204166364,5.615026510146117,4.746293409144428,65-70%
165,4.441941298896871,0.8510083716382513,10.180752067589292,0.5773963278893806,8.735864691506615,0.3642092464888388,6.067373756123981,4.7400480056605625,65-70%
166,4.404557133823372,6.285086194285602,8.197754205025227,0.5629541017518557,9.348000814034366,0.2507471869419064,0.21164389112164028,4.3995724914896455,25-30%
167,5.2602882948421605,6.956912488803548,7.960408533669709,3.876414908418024,9.865157190007602,0.3011556693427201,5.427887734491796,4.762767989288858,65-70%
168,4.778410240341813,6.551486448366477,8.24252777203478,3.777478292435341,9.451888387430044,0.334975979942701,5.704769298192069,4.653113162377185,55-60%
169,5.183148344152826,6.3147089639127465,5.2887056244224775,3.8815102994776014,10.788202202771656,0.2924430324342137,5.048411485532763,4.505202510014025,35-40%
170,4.5612155945012525,6.288869727921752,7.431616702365774,3.4046034252842787,9.599778631383296,0.1764531239956812,5.557944860853099,4.406628735218749,25-30%
171,6.084531497096484,6.967864015554199,4.455789221662932,4.141394943113996,11.336911235827436,0.4055505275972612,4.747395506182731,4.61346120938364,50-55%
172,4.654138270873744,7.398248252615184,12.07429265004986,3.8383828055694416,8.398015957994312,0.3882716106788519,6.370173836850508,4.842692105542698,75-80%
173,5.848798084471662,7.177803118882876,5.996274706424874,4.219897881437814,10.81327587765448,0.3385989889975477,5.0099235844680745,4.849606319535298,75-80%
174,4.655636845588086,7.3805007195427965,12.010283698353186,3.9888000469982137,8.2673534611706,0.2233119851441222,6.523068707833562,4.9348759788287975,85-90%
175,5.27694537587634,7.05211088040164,8.216901378932276,4.0629959072174815,9.834802013822571,0.4049492489532694,5.5151219791590025,4.776491913770483,65-70%
176,0.48770666463991674,6.634229754729994,6.741242809073855,3.929162283205792,10.400492558543323,0.22926573989145227,5.276931137592674,4.65750311034454,55-60%
177,6.014389911425574,6.791867407877663,3.7681893775823134,4.234991174605272,11.620103172808191,0.504121938285889,4.677270192424438,4.492469781622719,35-40%
178,4.567583743349185,0.1850896005042556,10.107245694587768,3.838544591135377,8.831017429368838,0.2703969121609232,0.19770585612176705,4.6817119202168485,55-60%
179,6.013918609171619,6.696856643461452,3.6360049906953584,4.240842841218989,11.74027448632107,0.4851420699338479,4.668163495602918,4.368573132066728,20-25%
180,5.583937942805801,6.733127674130483,5.146284667225333,4.106743718436933,11.126223303082794,0.3219271385036727,4.880316360650182,4.5283048941572055,40-45%
181,5.520358570747678,6.846864968127158,5.609653496675316,3.907340053894298,10.705783730455062,0.3709172769269213,5.127494765921794,4.699875425713816,60-65%
182,0.39820207261082663,7.723482309770464,7.845009203545073,0.5847738386526532,10.27315131334603,0.3288146845020174,5.414972352181184,5.198243453553603,95-100%
183,5.17982098593221,0.052011131625608775,10.038574197523804,4.056763672906252,9.383786055367136,0.3371563727885187,5.7362503317666045,0.3412832155778177,80-85%
184,4.5882461575437095,7.539974766557545,13.225337418107475,3.899495228791549,8.035351936040055,0.4298712420713059,6.789867084161607,4.958177450871385,85-90%
185,0.8836416770172556,6.927515450265733,0.030003814239734306,4.065782530562611,10.255171184008956,0.4235327707163392,5.251178557394204,4.681230728655384,55-60%
186,4.987389149833247,6.268623856378365,5.2461964012477385,3.6747115736756406,0.4496346287287859,0.3828082493083853,5.1201854118137256,0.7359309941351789,10-15%
187,5.461590411006068,7.360245414484246,8.379857896938178,4.225671789970423,9.8383632226126,0.6074626957994407,0.219266342094108,4.8654980812085045,75-80%
188,5.502568331544016,7.5750847975952675,9.845633229477144,4.379936905044858,9.451643979567104,0.3471526226631464,5.795643692728925,5.030412984719771,90-95%
